event,eventLabel,start,category,heritage_designation,articleLink,rank
http://www.wikidata.org/entity/Q184425,Pacific War,1945-09-02T00:00:00Z,war,,https://en.wikipedia.org/wiki/Pacific_War,1
http://www.wikidata.org/entity/Q362,World War II,1939-09-01T00:00:00Z,world war,,https://en.wikipedia.org/wiki/World_War_II,1
http://www.wikidata.org/entity/Q79911,Russian Civil War,1917-11-07T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Russian_Civil_War,1
http://www.wikidata.org/entity/Q1122422,Paraguayan Civil War of 1947,1947-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Paraguayan_Civil_War_(1947),1
http://www.wikidata.org/entity/Q1154912,Iraqi Kurdish Civil War,1997-11-24T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Iraqi_Kurdish_Civil_War,1
http://www.wikidata.org/entity/Q1276892,South Yemen civil war,1986-01-24T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/South_Yemen_civil_war,1
http://www.wikidata.org/entity/Q55600802,1964 Ethiopian-Somali Border War,1964-02-08T00:00:00Z,war,,https://en.wikipedia.org/wiki/1964_Ethiopian%E2%80%93Somali_Border_War,1
http://www.wikidata.org/entity/Q65079683,Khost rebellion of 1912,1912-05-02T00:00:00Z,war,,https://en.wikipedia.org/wiki/Khost_rebellion_(1912),1
http://www.wikidata.org/entity/Q66474138,War in Catatumbo,2018-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Catatumbo_campaign,1
http://www.wikidata.org/entity/Q77458574,Ottoman Invasion of Persia,1906-08-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Ottoman_invasion_of_Persia_(1906),1
http://www.wikidata.org/entity/Q86831539,Islamist insurgency in the Sahel,2011-02-15T00:00:00Z,war,,https://en.wikipedia.org/wiki/Islamist_insurgency_in_the_Sahel,1
http://www.wikidata.org/entity/Q89035147,Jihadist insurgency in Burkina Faso,2015-08-23T00:00:00Z,war,,https://en.wikipedia.org/wiki/Islamist_insurgency_in_Burkina_Faso,1
http://www.wikidata.org/entity/Q97059241,Chadian–Nigerian War,1983-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Chadian%E2%80%93Nigerian_War,1
http://www.wikidata.org/entity/Q177918,First Balkan War,1913-05-30T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Balkan_War,1
http://www.wikidata.org/entity/Q182817,Velvet Revolution,1989-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Velvet_Revolution,1
http://www.wikidata.org/entity/Q49103,1982 Lebanon War,1982-06-06T00:00:00Z,war,,https://en.wikipedia.org/wiki/1982_Lebanon_War,1
http://www.wikidata.org/entity/Q49104,2006 Lebanon War,2006-07-12T00:00:00Z,war,,https://en.wikipedia.org/wiki/2006_Lebanon_War,1
http://www.wikidata.org/entity/Q81545,First Libyan Civil War,2011-02-15T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Libyan_civil_war_(2011),1
http://www.wikidata.org/entity/Q657661,Mozambican Civil War,1992-10-04T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Mozambican_Civil_War,1
http://www.wikidata.org/entity/Q717809,Central Plains War,1929-09-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Central_Plains_War,1
http://www.wikidata.org/entity/Q126065,Iranian Revolution,1970-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Iranian_revolution,1
http://www.wikidata.org/entity/Q170306,German Revolution of 1918–1919,1918-11-04T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/German_revolution_of_1918%E2%80%931919,1
http://www.wikidata.org/entity/Q178687,First Sino-Japanese War,1895-04-17T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Sino-Japanese_War,1
http://www.wikidata.org/entity/Q65079683,Khost rebellion of 1912,1912-08-14T00:00:00Z,war,,https://en.wikipedia.org/wiki/Khost_rebellion_(1912),1
http://www.wikidata.org/entity/Q97059241,Chadian–Nigerian War,1983-04-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Chadian%E2%80%93Nigerian_War,1
http://www.wikidata.org/entity/Q33761,Arab Spring,2010-12-18T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Arab_Spring,1
http://www.wikidata.org/entity/Q1122110,Tajikistani Civil War,1997-06-27T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Tajikistani_Civil_War,1
http://www.wikidata.org/entity/Q1021172,Republica oficina the Congo Civil War,1999-12-29T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Republic_of_the_Congo_Civil_War_(1997%E2%80%931999),1
http://www.wikidata.org/entity/Q23403028,Hīt offensive,2016-04-14T00:00:00Z,war,,https://en.wikipedia.org/wiki/Battle_of_Hit_(2016),1
http://www.wikidata.org/entity/Q55600802,1964 Ethiopian-Somali Border War,1964-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/1964_Ethiopian%E2%80%93Somali_Border_War,1
http://www.wikidata.org/entity/Q2002975,Nepalese Civil War,2006-11-21T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Nepalese_Civil_War,1
http://www.wikidata.org/entity/Q2139988,Eritrean Civil Wars,1974-10-13T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Eritrean_Civil_Wars,1
http://www.wikidata.org/entity/Q2379101,1947–1948 Civil War in Mandatory Palestine,1940-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/1947%E2%80%931948_civil_war_in_Mandatory_Palestine,1
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,1979-12-12T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Rhodesian_Bush_War,1
http://www.wikidata.org/entity/Q154288,White September,1970-09-06T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Black_September,1
http://www.wikidata.org/entity/Q17512479,Arab Winter,2012-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Arab_Winter,1
http://www.wikidata.org/entity/Q16126368,1972 North and South Yemen War,1972-09-26T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Yemenite_War,1
http://www.wikidata.org/entity/Q16932264,South Sulawesi expedition,1905-07-18T00:00:00Z,war,,https://en.wikipedia.org/wiki/South_Sulawesi_expeditions_of_1905,1
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,2011-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Spillover_of_the_Syrian_civil_war,1
http://www.wikidata.org/entity/Q8663,Korean War,1950-06-25T00:00:00Z,war,,https://en.wikipedia.org/wiki/Korean_War,1
http://www.wikidata.org/entity/Q185407,La Violencia,1949-12-06T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/La_Violencia,1
http://www.wikidata.org/entity/Q179975,Chinese Civil War,1927-08-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Chinese_Civil_War,1
http://www.wikidata.org/entity/Q29242,Georgian–Ossetian conflict,1989-11-10T00:00:00Z,war,,https://en.wikipedia.org/wiki/Georgian%E2%80%93Ossetian_conflict,1
http://www.wikidata.org/entity/Q29269,First Chechen War,1994-12-11T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Chechen_War,1
http://www.wikidata.org/entity/Q181533,War in Bosnia and Herzegovina,1992-04-06T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Bosnian_War,1
http://www.wikidata.org/entity/Q122100,Continuation War,1941-06-25T00:00:00Z,war,,https://en.wikipedia.org/wiki/Continuation_War,1
http://www.wikidata.org/entity/Q178810,Syrian civil war,2011-03-15T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Syrian_civil_war,1
http://www.wikidata.org/entity/Q891367,Bolivarian Revolution,1999-02-02T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Bolivarian_Revolution,1
http://www.wikidata.org/entity/Q60820213,1991-92 Georgian coup d'état,1992-01-06T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/1991%E2%80%931992_Georgian_coup_d%27%C3%A9tat,1
http://www.wikidata.org/entity/Q182817,Velvet Revolution,1989-11-17T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Velvet_Revolution,1
http://www.wikidata.org/entity/Q184310,Cedar Revolution,2005-02-14T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Cedar_Revolution,1
http://www.wikidata.org/entity/Q49097,1948 Palestine War,1947-11-30T00:00:00Z,war,,https://en.wikipedia.org/wiki/1948_Palestine_war,1
http://www.wikidata.org/entity/Q49092,1948 Arab–Israeli War,1948-05-15T00:00:00Z,war,,https://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War,1
http://www.wikidata.org/entity/Q204213,Romanian Revolution (1989),1989-12-15T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Romanian_revolution,1
http://www.wikidata.org/entity/Q214426,Mexican Revolution,1910-11-20T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Mexican_Revolution,1
http://www.wikidata.org/entity/Q209965,Casamance conflict,1982-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Casamance_conflict,1
http://www.wikidata.org/entity/Q60820213,1991-92 Georgian coup d'état,1991-12-22T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/1991%E2%80%931992_Georgian_coup_d%27%C3%A9tat,1
http://www.wikidata.org/entity/Q65077988,1911 Paraguayan Civil War,1911-07-15T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Paraguayan_Civil_War_(1911%E2%80%931912),1
http://www.wikidata.org/entity/Q77457310,War of the Generals,1911-12-28T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/War_of_the_Generals,1
http://www.wikidata.org/entity/Q97358280,Hafidiya,1907-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Hafidiya,1
http://www.wikidata.org/entity/Q97381399,Civil War in East Timor in 1975,1975-08-11T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/East_Timorese_civil_war,1
http://www.wikidata.org/entity/Q104845861,Kalimantan Physical Revolution,1945-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Kalimantan_Physical_Revolution,1
http://www.wikidata.org/entity/Q37643,Gulf War,1990-08-02T00:00:00Z,war,,https://en.wikipedia.org/wiki/Gulf_War,1
http://www.wikidata.org/entity/Q11264,Cuban Revolution,1953-07-26T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Cuban_Revolution,1
http://www.wikidata.org/entity/Q159950,Russo-Japanese War,1904-02-08T00:00:00Z,war,,https://en.wikipedia.org/wiki/Russo-Japanese_War,1
http://www.wikidata.org/entity/Q49101,Suez Crisis,1956-10-29T00:00:00Z,war,,https://en.wikipedia.org/wiki/Suez_Crisis,1
http://www.wikidata.org/entity/Q2834353,Peruvian Civil War of 1884–1885,1884-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Peruvian_Civil_War_of_1884%E2%80%931885,1
http://www.wikidata.org/entity/Q3119017,Ugandan Bush War,1980-10-06T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Ugandan_Bush_War,1
http://www.wikidata.org/entity/Q3434218,Costa Rican Civil War,1948-04-24T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Costa_Rican_Civil_War,1
http://www.wikidata.org/entity/Q5887712,Federal Revolution of 1899,1899-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Bolivian_Civil_War,1
http://www.wikidata.org/entity/Q16976566,2014 Abkhazian political crisis,2014-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Abkhazian_Revolution,1
http://www.wikidata.org/entity/Q19605695,"Revolution of 1951, Nepal",1951-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/1951_Nepalese_revolution,1
http://www.wikidata.org/entity/Q19688873,Tragic Week,1920-04-14T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Tragic_Week_(Guatemala),1
http://www.wikidata.org/entity/Q20106628,Revolution of 1933,1933-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Andorran_Revolution,1
http://www.wikidata.org/entity/Q186284,Polish–Soviet War,1919-02-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Polish%E2%80%93Soviet_War,1
http://www.wikidata.org/entity/Q120843,Second Chechen War,1999-08-26T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Chechen_War,1
http://www.wikidata.org/entity/Q1209946,Third Anglo-Burmese War,1885-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Third_Anglo-Burmese_War,1
http://www.wikidata.org/entity/Q1259237,Third Anglo-Afghan War,1919-08-08T00:00:00Z,war,,https://en.wikipedia.org/wiki/Third_Anglo-Afghan_War,1
http://www.wikidata.org/entity/Q1262084,Djiboutian Civil War,1994-12-26T00:00:00Z,war,,https://en.wikipedia.org/wiki/Djiboutian_Civil_War,1
http://www.wikidata.org/entity/Q236023,Kyrgyz Revolution of 2010,2010-04-06T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/2010_Kyrgyz_Revolution,1
http://www.wikidata.org/entity/Q214426,Mexican Revolution,1920-05-21T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Mexican_Revolution,1
http://www.wikidata.org/entity/Q211855,Finnish Civil War,1918-01-27T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Finnish_Civil_War,1
http://www.wikidata.org/entity/Q459162,Tulip Revolution,2005-03-22T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Tulip_Revolution,1
http://www.wikidata.org/entity/Q769960,August Revolution,1945-08-16T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/August_Revolution,1
http://www.wikidata.org/entity/Q836386,Orange Revolution,2004-11-22T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Orange_Revolution,1
http://www.wikidata.org/entity/Q178687,First Sino-Japanese War,1894-08-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Sino-Japanese_War,1
http://www.wikidata.org/entity/Q74109,World War II in Albania,1939-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/World_War_II_in_Albania,1
http://www.wikidata.org/entity/Q75756,Second Congo War,1998-08-02T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Congo_War,1
http://www.wikidata.org/entity/Q1495944,Polish–Lithuanian War,1920-11-29T00:00:00Z,war,,https://en.wikipedia.org/wiki/Polish%E2%80%93Lithuanian_War,1
http://www.wikidata.org/entity/Q1500631,Ecuadorian–Peruvian War,1942-01-31T00:00:00Z,war,,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Peruvian_War,1
http://www.wikidata.org/entity/Q1536533,Colombian-Peruvian War,1925-09-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Colombia%E2%80%93Peru_War,1
http://www.wikidata.org/entity/Q179275,insurgency in Khyber Pakhtunkhwa,2004-03-16T00:00:00Z,war,,https://en.wikipedia.org/wiki/Jihadist_Insurgency_in_Pakistan,1
http://www.wikidata.org/entity/Q182865,War in Afghanistan,2001-10-07T00:00:00Z,war,,https://en.wikipedia.org/wiki/War_in_Afghanistan_(2001%E2%80%932021),1
http://www.wikidata.org/entity/Q12302518,Afghan Civil War,1996-09-27T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Afghan_Civil_War_(1996%E2%80%932001),1
http://www.wikidata.org/entity/Q12960723,Yugoslav Partisan-Chetnik conflict,1941-11-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Partisan%E2%80%93Chetnik_War_(1941%E2%80%931945),1
http://www.wikidata.org/entity/Q184183,Second Balkan War,1913-06-29T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Balkan_War,1
http://www.wikidata.org/entity/Q17984356,Iraqi Civil War of 2014–2017,2014-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/War_in_Iraq_(2013%E2%80%932017),1
http://www.wikidata.org/entity/Q126065,Iranian Revolution,1978-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Iranian_revolution,1
http://www.wikidata.org/entity/Q68969,Croatian War of Independence,1991-03-31T00:00:00Z,war,,https://en.wikipedia.org/wiki/Croatian_War_of_Independence,1
http://www.wikidata.org/entity/Q170306,German Revolution of 1918–1919,1918-10-24T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/German_revolution_of_1918%E2%80%931919,1
http://www.wikidata.org/entity/Q8690,Cultural Revolution,1966-05-16T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Cultural_Revolution,1
http://www.wikidata.org/entity/Q87138,Greco-Turkish War,1919-05-15T00:00:00Z,war,,https://en.wikipedia.org/wiki/Greco-Turkish_War_(1919%E2%80%931922),1
http://www.wikidata.org/entity/Q134949,Winter War,1939-11-30T00:00:00Z,war,,https://en.wikipedia.org/wiki/Winter_War,1
http://www.wikidata.org/entity/Q1676845,Boer Wars,1899-10-11T00:00:00Z,war,,https://en.wikipedia.org/wiki/Boer_Wars,1
http://www.wikidata.org/entity/Q1891008,Sand War,1963-09-25T00:00:00Z,war,,https://en.wikipedia.org/wiki/Sand_War,1
http://www.wikidata.org/entity/Q1413732,Kashmir conflict,1947-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Kashmir_conflict,1
http://www.wikidata.org/entity/Q49100,Yom Kippur War,1973-10-06T00:00:00Z,war,,https://en.wikipedia.org/wiki/Yom_Kippur_War,1
http://www.wikidata.org/entity/Q18208081,Ecuadorian Civil War of 1932,1932-08-27T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Ecuadorian_Civil_War_of_1932,1
http://www.wikidata.org/entity/Q18702324,Libyan crisis,2011-02-15T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Libyan_crisis_(2011%E2%80%93present),1
http://www.wikidata.org/entity/Q23641794,Dominican Civil War of 1914,1914-03-30T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Dominican_Civil_War_(1914),1
http://www.wikidata.org/entity/Q39080987,Ecuadorian Civil War of 1912–1914,1913-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Ecuadorian_Civil_War_of_1913%E2%80%931916,1
http://www.wikidata.org/entity/Q154940,Lapland War,1944-09-15T00:00:00Z,war,,https://en.wikipedia.org/wiki/Lapland_War,1
http://www.wikidata.org/entity/Q1354920,Djiboutian–Eritrean border conflict,2008-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Djiboutian%E2%80%93Eritrean_border_conflict,1
http://www.wikidata.org/entity/Q1359846,1893 Franco-Siamese crisis,1893-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/1893_Franco-Siamese_crisis,1
http://www.wikidata.org/entity/Q1922071,Indo-Pakistani War of 1971 edited by ANti-Muslim Dogs,1971-12-03T00:00:00Z,war,,https://en.wikipedia.org/wiki/Indo-Pakistani_war_of_1971,1
http://www.wikidata.org/entity/Q1933729,Polish–Czechoslovak War,1919-01-23T00:00:00Z,war,,https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_War,1
http://www.wikidata.org/entity/Q1936011,"Cold War, 1962–1979",1962-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Cold_War_(1962%E2%80%931979),1
http://www.wikidata.org/entity/Q2032554,Second Melillan campaign,1909-07-09T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Melillan_campaign,1
http://www.wikidata.org/entity/Q214426,Mexican Revolution,1910-11-20T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Mexican_Revolution,1
http://www.wikidata.org/entity/Q172068,National Liberation War of Macedonia,1941-10-11T00:00:00Z,war,,https://en.wikipedia.org/wiki/World_War_II_in_Yugoslav_Macedonia,1
http://www.wikidata.org/entity/Q177918,First Balkan War,1912-10-08T00:00:00Z,war,,https://en.wikipedia.org/wiki/First_Balkan_War,1
http://www.wikidata.org/entity/Q2090475,Second Franco-Dahomean War,1892-07-04T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Franco-Dahomean_War,1
http://www.wikidata.org/entity/Q2258636,Second Mafia War,1981-04-23T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Mafia_War,1
http://www.wikidata.org/entity/Q190029,Kosovo War,1998-02-27T00:00:00Z,war,,https://en.wikipedia.org/wiki/Kosovo_War,1
http://www.wikidata.org/entity/Q83085,Soviet–Afghan War,1979-12-25T00:00:00Z,war,,https://en.wikipedia.org/wiki/Soviet%E2%80%93Afghan_War,1
http://www.wikidata.org/entity/Q163270,Second Thirty Years' War,1914-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Thirty_Years%27_War,1
http://www.wikidata.org/entity/Q170314,Second Sino-Japanese War,1937-07-07T00:00:00Z,war,,https://en.wikipedia.org/wiki/Second_Sino-Japanese_War,1
http://www.wikidata.org/entity/Q243620,Somali Civil War,1991-01-26T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Somali_Civil_War,1
http://www.wikidata.org/entity/Q1434602,Libyan–Egyptian War,1977-07-24T00:00:00Z,war,,https://en.wikipedia.org/wiki/Egyptian%E2%80%93Libyan_War,1
http://www.wikidata.org/entity/Q1473919,Operation Grapes of Wrath,1996-04-27T00:00:00Z,war,,https://en.wikipedia.org/wiki/Operation_Grapes_of_Wrath,1
http://www.wikidata.org/entity/Q2419855,Ukrainian–Soviet War,1917-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Ukrainian%E2%80%93Soviet_War,1
http://www.wikidata.org/entity/Q124811443,Dagestan Campaign,1918-05-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Dagestan_Campaign_(1918),1
http://www.wikidata.org/entity/Q126708875,Pacification of Somalia,1889-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Pacification_of_Somalia,1
http://www.wikidata.org/entity/Q126959794,Anglo-Turkish War (1918–1923),1918-11-13T00:00:00Z,war,,https://en.wikipedia.org/wiki/United_Kingdom_during_the_Turkish_War_of_Independence,1
http://www.wikidata.org/entity/Q128395214,Qatari–Abu Dhabi War,1881-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Qatari%E2%80%93Abu_Dhabi_War,1
http://www.wikidata.org/entity/Q130272741,Lithuanian–Bermontian War,1919-07-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Lithuanian%E2%80%93Bermontian_War,1
http://www.wikidata.org/entity/Q2337340,Cenepa War,1995-01-26T00:00:00Z,war,,https://en.wikipedia.org/wiki/Cenepa_War,1
http://www.wikidata.org/entity/Q2342102,Indochina Wars,1946-01-01T00:00:00Z,war,,https://en.wikipedia.org/wiki/Indochina_Wars,1
http://www.wikidata.org/entity/Q2354629,Malayan Emergency,1948-06-16T00:00:00Z,war,,https://en.wikipedia.org/wiki/Malayan_Emergency,1
http://www.wikidata.org/entity/Q101534,February Revolución,1917-03-08T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/February_Revolution,1
http://www.wikidata.org/entity/Q891367,Bolivarian Revolution,1999-01-01T00:00:00Z,revolution,,https://en.wikipedia.org/wiki/Bolivarian_Revolution,1
http://www.wikidata.org/entity/Q4560844,1920 Jabal al-Gharbi Civil War,1920-01-01T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/1920%E2%80%931922_Jabal_al-Gharbi_civil_war,1
http://www.wikidata.org/entity/Q5887712,Federal Revolution of 1899,1898-11-06T00:00:00Z,civil war,,https://en.wikipedia.org/wiki/Bolivian_Civil_War,1
http://www.wikidata.org/entity/Q184425,Pacific War,1941-12-07T00:00:00Z,war,,https://en.wikipedia.org/wiki/Pacific_War,1
http://www.wikidata.org/entity/Q185729,War on Terror,2001-09-11T00:00:00Z,war,,https://en.wikipedia.org/wiki/War_on_terror,1
