Date,Event Description
1947,"– December: Three Bell Labs engineers give the first public demonstration of the transistor, an electrical component that could control, amplify, and generate current."
1947,Breaking of the sound barrier by Chuck Yeager in Bell X-1.
1947,"Hyundai Group founded by  Chung Ju-yung in Seoul, South Korea."
1948,30: Assassination of Mahatma Gandhi.
1948,4: Independence of Burma and Ceylon (Sri Lanka) from Britain.
1948,"3: The Marshall Plan, an American initiative for foreign aid of $13 billion to 16 Western European countries, comes into effect."
1948,7: The World Health Organization (WHO) founded.
1948,16: The Organisation for Economic Co-operation and Development (OECD) founded.
1948,23: The Soviet Sever-2 expedition become the first party to indisputably set foot on the North Pole.
1948,14: United Nations establishes Israeli Independence and the formation of the official State of Israel.
1948,15: The Arab–Israeli War begins.
1948,24: Berlin Blockade begins.
1948,– September: Division of North and South Korea.
1948,"24: Honda founded in Hamamatsu, Japan by Soichiro Honda and Takeo Fujisawa."
1948,10: The Universal Declaration of Human Rights adopted by the United Nations General Assembly.
1948,Beginning of apartheid in South Africa.
1949,5: The First Indo-Pakistani War ends.
1949,5 – 8: COMECON founded by USSR and the Eastern Bloc.
1949,10: The Arab–Israeli War ends.
1949,4: The Creation of NATO.
1949,12: Berlin Blockade ends.
1949,23: Creation of NATO-backed Federal Republic of Germany (West Germany).
1949,8: George Orwell publishes Nineteen Eighty-Four.
1949,14: Albert II became the first mammal launched into space
1949,1: Chinese Communist Revolution: Establishment of the People's Republic of China under CCP Chairman Mao Zedong; The Republic of China relocates to Taiwan.
1949,7: Creation of the socialist German Democratic Republic (East Germany).
1949,Partition of Kashmir.
1949,Soviet Union tests an atomic bomb.
1950,26: The Constitution of India comes into effect.
1950,15: Release date of Disney's Cinderella.
1950,25: North Korean invasion of South Korea begins the Korean War.
1950,– September: The Bodo League Massacre of prisoners during the Korean War.
1950,"– September: North Korean forces capture most of Korea, to the Pusan Perimeter."
1950,"25: Bertie the Brain, one of the first computer games, is released."
1950,– November: UN forces reclaim Seoul and invade North Korea.
1950,"Alan Turing publishes the Turing test, one of the most influential yet controversial concepts in artificial intelligence research."
1950,17: Lhamo Dondrub assumes full political powers as the 14th Dalai Lama of Tibet.
1950,Communist victory in the Landing Operation on Hainan Island (March–May) and Wanshan Archipelago Campaign end the Chinese Civil War (May–August).
1951,"1: Colombo Plan, a regional organisation of 27 countries designed to strengthen economic and social development of member countries in the Asia-Pacific region, commences."
1951,8: The Treaty of San Francisco ends the Occupation of Japan and formally concludes hostilities between Japan and the US.
1951,18: Release date of the acclaimed science fiction film The Day the Earth Stood Still.
1951,26: Winston Churchill becomes Prime Minister of the United Kingdom.
1952,6: Queen Elizabeth II becomes Monarch of the Commonwealth realms.
1952,Bonn–Paris conventions end allied occupation of West Germany.
1952,2: The first passenger jet flight route opens between London and Johannesburg.
1952,28: Establishment of Miss Universe.
1952,23: Egyptian Revolution under Gamal Abdel Nasser overthrows King Farouk and ends British occupation.
1952,26: Death of Eva Perón.
1952,"1:  The United States successfully detonates the first hydrogen bomb, codenamed Ivy Mike, at Eniwetok Atoll in the Marshall Islands in the central Pacific Ocean, with a yield of 10.4 megatons."
1952,Development of the first effective polio vaccine by Jonas Salk.
1952,The Mau Mau Uprising begins in Kenya.
1952,The Slansky Trial in Czechoslovakia.
1953,20: Dwight D. Eisenhower is inaugurated as President of the United States.
1953,5: Death of Stalin.
1953,25: Discovery of the three-dimensional structure of DNA.
1953,29: First ascent of Mount Everest.
1953,2: Coronation of Elizabeth II.
1953,16 – 17: An East German Uprising leads to the arrest and execution of Lavrentiy Beria; power struggle begins between Georgy Malenkov and Nikita Khrushchev.
1953,27: End of the Korean War.
1953,19: Mohammed Mossadeq deposed in Iran.
1953,23: ABS-CBN first began broadcasting.
1953,9: Independence of Cambodia.
1953,The first color television is produced.
1954,"12: The song Rock Around the Clock, by Bill Haley and His Comets, brings rock and roll to the American mainstream."
1954,"17: The Supreme Court of the United States decides Brown v. Board of Education, ordering an end to racial segregation in public schools."
1954,"29: J. R. R. Tolkien publishes The Fellowship of the Ring, the first volume of The Lord of the Rings."
1954,1: First Indochina War ends.
1954,3: First Taiwan Strait Crisis begins.
1954,14: The Soviet Union generates first electricity by nuclear power.
1954,23: The Western European Union is established.
1954,1: Algerian War begins.
1954,3: Godzilla is released in Japan.
1954,"Two Miami-based franchisees, David Edgerton and James McLamore, purchase the company Insta-Burger King and rename it Burger King."
1955,24: Formation of the Central Treaty Organization.
1955,"12: The Salk polio vaccine having passed large-scale trials earlier in the United States, receives full approval by the Food and Drug Administration."
1955,18: Death of Albert Einstein.
1955,18 – 24: Bandung Conference.
1955,1: First Taiwan Strait Crisis ends.
1955,14: Signing of the Warsaw Pact.
1955,18: First Sudanese Civil War begins.
1955,"After winning the power struggle that followed Stalin's death two years earlier, Nikita Khrushchev assumes control of the Soviet Union."
1955,Antimatter first produced.
1956,1: Independence of Sudan from Britain.
1956,7: The United States recognises Moroccos independence from France
1956,20: Independence of Tunisia from France.
1956,23: Pakistan becomes a republic.
1956,9: The first Eurovision is held in Switzerland.
1956,29 – November 7: Nasser's nationalisation of the Suez Canal triggers the Suez crisis.
1956,11: The Hungarian Uprising crushed by Soviet troops.
1956,"Construction of Brasília, the new capital of Brazil to replace Rio de Janeiro, begins."
1957,10: Harold Macmillan becomes Prime Minister of the United Kingdom.
1957,6: Independence of Ghana from Britain.
1957,17: Philippine President Ramon Magsaysay and 24 others are killed in a plane crash.
1957,"25: Treaty of Rome, which would eventually lead to the European Union."
1957,31: Independence of the Federation of Malaya.
1957,4: Launch of Sputnik 1 and the beginning of the Space Age.
1957,3: Laika becomes the first animal launched into Earth orbit.
1957,20: First flight of the Boeing 707.
1957,First prescription of the combined oral contraceptive pill.
1957,"Beginning of the Asian flu in China, leading to a worldwide pandemic that lasts until the following year."
1958,31: Pizza Hut founded.
1958,May 1958 crisis in France.
1958,29: NASA formed.
1958,– October: 1958 Lebanon crisis.
1958,23: Federal Aviation Administration formed.
1958,– September: Second Taiwan Strait Crisis.
1958,2: Guinea gains independence from France.
1958,"4: French Fifth Republic established, with Charles de Gaulle as its first President."
1958,28: John XXIII becomes Pope.
1958,"Campaign for Nuclear Disarmament (CND) founded. CND's symbol, the peace sign, is first used."
1958,Invention of the  optical disc and the cassette tape.
1958,Start of the Great Leap Forward in China.
1959,1: Cuban Revolution ends.
1959,"3: Admission of Alaska, the 49th state, into the United States."
1959,9: Mattel's Barbie doll debuts in the United States.
1959,19: Independence of Cyprus.
1959,10 – 23: Uprising in Tibet against China leads to the exile of the Dalai Lama.
1959,"21: Admission of Hawaii, the 50th state, into the United States."
1959,7: The USSR probe Luna 3 sends back the first ever photos of the far side of the Moon.
1959,"1: Beginning of the Vietnam War, which lasts until 1975."
1959,World population reaches three billion.
1959,Laotian Civil War begins.
1959,Great Chinese Famine begins in China.
1959,First documented AIDS cases.
1959,"By this time, the GULAG has been effectively disbanded, after over a million recorded deaths."
1960,"22: First crewed descent to the deepest point on Earth, the Mariana Trench."
1960,"21: The Sharpeville Massacre, in which the police opened fire against a protesting crowd at a police station in the South African township of Sharpeville in Transvaal, resulting in 69 deaths and 180 injuries."
1960,"21: Construction of Brasília, Brazil's new capital, finished."
1960,1: 1960 U-2 incident sparks deterioration in relations between superpowers.
1960,9: The birth control pill becomes commercially available.
1960,16: Construction of the first laser.
1960,"22: An earthquake in Valdivia, Chile of magnitude 9.4 to 9.6, the highest ever recorded, causes 1,000 to 6,000 deaths."
1960,Sirimavo Bandaranaike becomes Prime Minister of Ceylon and the first female Prime Minister in the world.
1960,18 – 25: The first edition of the Summer Paralympic Games is hosted in Rome.
1960,"12: Inejiro Asanuma, a Japanese socialist politician, is assassinated during a broadcast on TV."
1960,8: The 1960 United States presidential election marks the first televised debates between presidential candidates.
1960,European Free Trade Association formed.
1960,Year of Africa: Independence of 17 African nations.
1960,"Khrushchev withdraws Soviet cooperation with China, initiating the Sino-Soviet split."
1960,Mau Mau Uprising ends.
1960,The Beatles form in Liverpool.
1961,17: The assassination of Patrice Lumumba begins the Congo Crisis.
1961,20: John F. Kennedy is inaugurated as President of the United States.
1961,"12: Yuri Gagarin, flying the Vostok 1 spacecraft as part of the Vostok program, becomes the first human in space."
1961,17 – 20: Bay of Pigs Invasion by Cuban exiles ends in failure.
1961,"25: In an address to Congress, John F. Kennedy declares the United States' objective of landing a man on the Moon and returning him safely to the Earth by the end of the decade. This would be in fact achieved by the Apollo Project, despite several challenges and much doubt."
1961,13: Construction of the Berlin Wall.
1961,18: UN Secretary General Dag Hammarskjöld dies in a plane crash.
1961,The Great Leap Forward ends in China after the deaths of roughly 20–45 million people.
1961,The Portuguese Colonial War begins with the Angolan War of Independence.
1962,19: The Algerian War ends with the independence of Algeria.
1962,"2: Walmart founded in Rogers, Arkansas, by Sam Walton."
1962,"26: A coup ends the Mutawakkilite Kingdom of Yemen, establishing the Yemen Arab Republic and starting the North Yemen Civil War."
1962,11: The Second Vatican Council is opened by Pope John XXIII.
1962,16 – 29: The Cuban Missile Crisis nearly causes nuclear war.
1962,"–November: The Sino-Indian War, caused by a border dispute in Aksai Chin, ends with a Chinese victory."
1963,"1: Premiere of the Astro Boy anime, the first to be broadcast overseas."
1963,20: Indonesia–Malaysia confrontation begins.
1963,"–April: Birmingham campaign, a key event in the 1954-1968 Civil rights movement"
1963,"22: The Beatles' first record, Please Please Me, and the beginnings of the British Invasion."
1963,8: Beginning of the Buddhist crisis in South Vietnam during the Vietnam War.
1963,27: Bob Dylan releases The Freewheelin' Bob Dylan.
1963,21: Paul VI becomes Pope.
1963,"26: Launch of the first geostationary satellite, Syncom 2."
1963,28: Martin Luther King Jr. delivers I Have a Dream speech at the March on Washington for Jobs and Freedom.
1963,"2: 1963 South Vietnamese coup: Arrest and assassination of Ngo Dinh Diem, the South Vietnamese President."
1963,22: Assassination of John F. Kennedy. Vice President Lyndon B. Johnson assumes office as President of the United States.
1963,10 – 12: Independence of Kenya and Zanzibar and creation of Malaysia.
1964,12: Zanzibar Revolution overthrows Afro Shiraz ruling class; Zanzibar merges with Tanganyika to form Tanzania.
1964,31 – April 1: A coup d'état establishes a military dictatorship in Brazil.
1964,27: The Great Alaska Earthquake has a magnitude of 9.2 and lasted almost three minutes resulting in the death of approximately 131 people.
1964,27: Colombian armed conflict begins.
1964,2: Civil Rights Act abolishes segregation in the USA.
1964,4: Rhodesian Bush War begins.
1964,6: Independence of Malawi.
1964,2: The Gulf of Tonkin incident led to the escalation of U.S. military involvement in the Vietnam War.
1964,21: Independence of Malta.
1964,14: Leonid Brezhnev ousts Khrushchev and assumes power in the Soviet Union.
1964,16: China detonates its first nuclear weapon.
1964,28: NASA launches the Mariner 4 space probe from Cape Kennedy toward Mars to take television pictures of that planet in July 1965.
1965,24: Death of Winston Churchill.
1965,21: Assassination of Malcolm X.
1965,"17: The Voting Rights Act of 1965, inspired by the Selma to Montgomery marches."
1965,24: Dominican Civil War: Forces loyal to former president Juan Bosch overthrow current leader Donald Reid Cabral.
1965,"26: Establishment of Rede Globo, now the largest TV network in Brazil and Latin America and the second-largest in the world after ABC."
1965,18: Israeli spy Eli Cohen is hanged in Damascus.
1965,9: Singapore gains independence.
1965,30: Bob Dylan releases Highway 61 Revisited.
1965,– September: Second Indo-Pakistani War.
1965,30: 30 September Movement in the Indonesia.
1965,24 – 25: Congo Crisis ends; Joseph Mobutu becomes dictator of the Congo.
1965,8: Second Vatican Council is closed by Pope Paul VI.
1965,30: Ferdinand Marcos becomes President of the Philippines.
1965,"Beginning of the anti-Communist purge in Indonesia, which killed up to 500,000 people."
1966,"16:
The Beach Boys release Pet Sounds.
China's Cultural Revolution begins."
1966,The Beach Boys release Pet Sounds.
1966,China's Cultural Revolution begins.
1966,11: The Indonesia–Malaysia confrontation ends.
1966,30: Independence of Botswana.
1966,4: Independence of Lesotho.
1966,"21: The Aberfan disaster, the catastrophic collapse of a colliery spoil tip (pile of waste coal mining material) in Aberfan, Wales results in 144 deaths."
1966,30: Independence of Barbados.
1966,15: Death of Walt Disney.
1966,"Joseph Weizenbaum, a German computer scientist at MIT, completes ELIZA, the first chatbot."
1966,The Beach Boys release Pet Sounds.
1966,China's Cultural Revolution begins.
1967,21: Greek military coup establishes a military dictatorship led by Georgios Papadopoulos. The dictatorship ends in 1974.
1967,"5 – 10: The Six-Day War, a conflict between Israel and Arab states that resulted in Israel occupying the Gaza Strip, the Sinal Peninsula, the West Bank and the Golan Heights."
1967,6: Attempted secession of the Republic of Biafra from Nigeria triggers the Nigerian Civil War.
1967,"17: Death of John Coltrane,  American jazz saxophonist, clarinettist and composer."
1967,8: Association of Southeast Asian Nations (ASEAN) founded.
1967,26: The Beatles release their landmark album Sgt. Pepper's Lonely Hearts Club Band.
1967,21: The March on the Pentagon becomes a major event in public opposition to the Vietnam War
1967,"17: Australian Prime Minister Harold Holt disappears while swimming at Cheviot Beach, Victoria."
1967,First high-speed rail introduced in Tokyo.
1967,"Mid-year: Summer of Love, in which as many as 100,000 people, mostly young people sporting hippie fashions of dress and behavior, converged in San Francisco's neighborhood of Haight-Ashbury."
1968,"– March: Protests erupt in the United States, Europe and Latin America."
1968,– August: Prague Spring in Czechoslovakia crushed by the Eastern Bloc military intervention.
1968,– September: The Tet Offensive occurs in South Vietnam.
1968,"16: My Lai massacre, a mass murder and rape of unarmed South Vietnamese civilians by U.S. troops in the Vietnam War."
1968,21: Battle of Karameh in Jordan (part of the War of Attrition between Israel and Arab states).
1968,4: Assassination of Martin Luther King Jr.
1968,5: Assassination of Robert F. Kennedy
1968,1968 Democratic National Convention protests (The whole world is watching)
1968,6: Swaziland gains independence from Great Britain
1968,– Zond 5 travels to the Moon with the first lifeforms to reach Earth's satellite
1968,"– Apollo 8 orbits the Moon with three NASA astronauts, becoming the first human spaceflight mission to enter the gravitational influence of another celestial body."
1968,Another new strain of a flu in Hong Kong spreads again.
1968,The Troubles begin in Northern Ireland.
1968,"The Years of Lead, a period of social turmoil, political violence, and upheaval in Italy, begin."
1968,Palestinian insurgency in South Lebanon begins.
1969,"13: Samsung Electronics founded in Suwon, South Korea."
1969,20: Richard Nixon is inaugurated as President of the United States.
1969,"2: Concorde 001 flies from the first time, from Toulouse, piloted by André Turcat."
1969,– September: Sino-Soviet border conflict.
1969,28: Charles de Gaulle resigns as President of France after a referendum on political reform is voted down.
1969,28 – July 3: The Stonewall riots in New York City instigate the gay rights movement.
1969,"20: Apollo 11 Moon landing, in which Neil Armstrong and Buzz Aldrin become the first two humans on the Moon."
1969,"8 – 9: The Manson Family Murders – Under Charles Manson's orders, his followers, the Manson Family cult, enter the home of Hollywood actress Sharon Tate and murder her and four others."
1969,"The Woodstock festival in Bethel, New York, attracts an audience of more than 400,000."
1969,1: Muammar Gaddafi overthrows King Idris of Libya in a Coup d'état and establishes the Libyan Arab Republic.
1969,"29: Creation of Advanced Research Projects Agency Network (ARPANET), the earliest incarnation of the Internet."
1969,10: Sesame Street premieres its debut episode.
1970,15: The Nigerian Civil War ends with the reintegration of the Republic of Biafra with Nigeria after ~3 million deaths.
1970,22: Maiden flight of the Boeing 747.
1970,26 – March 17: First Quarter Storm civil unrest in the Philippines.
1970,18: The Chicago Seven are found not guilty of conspiring to incite riots at the 1968 Democratic National Convention.
1970,5: Ratification of the Treaty on the Non-Proliferation of Nuclear Weapons.
1970,1: U.S. President Richard M. Nixon signs Public Health Cigarette Smoking Act.
1970,10: Break-up of the Beatles.
1970,"11: Apollo 13 (Jim Lovell, Fred Haise, Jack Swigert) is launched toward the Moon."
1970,"12: Thor Heyerdahl's papyrus boat Ra II arrived in Barbados, bringing an end to its 3,200 mi (5,100 km) journey across the Atlantic Ocean."
1970,"6: Black September in Jordan begins, lasting until mid-1971."
1970,"– December: FLQ seizes hostages, causing Prime Minister Pierre Elliot Trudeau of Canada to issue the War Measures Act."
1970,5: The Public Broadcasting Service (PBS) began broadcasting as a successor to National Educational Television (NET) in the United States.
1970,15: Anwar Sadat becomes President of Egypt.
1970,"3 – 13: The Bhola Cyclone kills 500,000 people in East Pakistan."
1970,1: North Yemen Civil War ends.
1970,14 – 19: 1970 Polish protests.
1970,18: Establishment of Airbus.
1970,"Containerisation adopted globally, massively boosting global trade."
1971,25: Idi Amin seizes power in Uganda.
1971,"26: Bangladesh Liberation War and Bangladesh genocide occur, independence of Bangladesh from Pakistan precipitates Third Indo-Pakistani War."
1971,20: National Public Radio (NPR) airs its first broadcast.
1971,"5: The Twenty-sixth Amendment to the United States Constitution, formally certified by President Richard Nixon, lowers the voting age from 21 to 18."
1971,17: Black September in Jordan ends.
1971,9 – 10: Internment begins in Northern Ireland.
1971,27: Joseph Mobutu renames The Republic of the Congo Zaire.
1971,"15: Intel releases the world's first microprocessor, the Intel 4004."
1971,Third Indo-Pakistani War.
1971,Nixon shock removes gold back-up for the US Dollar triggering export of inflation from rich to poor nations.
1971,COINTELPRO officially ends.
1971,Greenpeace founded.
1972,Sheikh Mujibur Rahman returns to Bangladesh from imprisonment in Pakistan.
1972,30: Northern Ireland's Bloody Sunday.
1972,21 – 28: U.S. President Richard M. Nixon makes an unprecedented 8-day visit to the People's Republic of China and meets with Mao Zedong.
1972,27: The First Sudanese Civil War ends.
1972,"8: The airplane serving Sabena Flight 571 from Brussels to Lod, Tel Aviv is hijacked by four members of the Black September Organization, a Palestinian terrorist group, resulting in 3 deaths and 3 injuries."
1972,"26: Richard Nixon and Leonid Brezhnev sign the SALT I treaty in Moscow, as well as the Anti-Ballistic Missile Treaty and other agreements."
1972,30: Lod Airport massacre.
1972,"5 – 6: The Munich massacre, perpetrated by the Black September terrorist organization and aimed at the Israeli Olympic team, results in 17 total deaths."
1972,"29: The arcade game Pong, the first commercially successful video game, is released."
1972,"Release of A Computer Animated Hand, one of the first ever computer animations."
1973,"1: Denmark, Ireland and the United Kingdom joins the European Communities."
1973,22: The Supreme Court of the United States decides Roe v. Wade.
1973,1: Pink Floyd's album The Dark Side of the Moon is released in the UK.
1973,3: Construction of the Sears Tower (later renamed to Willis Tower) completed.
1973,"14: The first space station, Skylab, is launched."
1973,11: 1973 Chilean coup d'état.
1973,1973 oil crisis.
1973,6 – 25: Yom Kippur War.
1973,3: Pioneer 10 sends back the first close-up images of Jupiter.
1973,1973–1975 recession begins.
1974,"29:
First close-up images of Mercury by Mariner 10.
The Terracotta Army of Qin Shi Huang is discovered at Xi'an, China."
1974,First close-up images of Mercury by Mariner 10.
1974,"The Terracotta Army of Qin Shi Huang is discovered at Xi'an, China."
1974,25: Carnation Revolution in Portugal begins transition to democracy.
1974,– August: The Turkish invasion of Cyprus leads to the creation of the Northern Cyprus.
1974,"8 – 9: Watergate scandal: Resignation of Richard Nixon; Vice President Gerald Ford assumes office as President of the United States, the first person not elected as either President or Vice President to take the role."
1974,12: Emperor Haile Selassie I of Ethiopia is overthrown in a military coup. Beginning of the Ethiopian Civil War.
1974,24: Discovery of Lucy (Australopithecus afarensis) in Tanzania's  Olduvai Gorge.
1974,Dirty War begins in Argentina.
1974,World population reaches four billion.
1974,First close-up images of Mercury by Mariner 10.
1974,"The Terracotta Army of Qin Shi Huang is discovered at Xi'an, China."
1975,"Altair 8800, the first commercially successful personal computer, is released."
1975,"4: Microsoft founded in Albuquerque, New Mexico, by Bill Gates and Paul Allen."
1975,13: Bus massacre in Lebanon triggers the Lebanese Civil War which lasts until 1990
1975,17: The Cambodian Civil War ends with victory for the Khmer Rouge. Cambodian genocide begins.
1975,30: The Fall of Saigon ends the Vietnam War.
1975,"25: Prime Minister Indira Gandhi declares a state of emergency in India, suspending civil liberties and elections."
1975,"1: The Helsinki Accords, which officially recognize Europe's national borders and respect for human rights, are signed in Finland."
1975,11: Angola declares independence from Portugal and Angolan Civil War erupts.
1975,20: Death of Francisco Franco.
1975,22: Juan Carlos I becomes King of Spain.
1975,7: Indonesian invasion of East Timor begins.
1975,The Killing Fields murders begin.
1976,24: 1976 Argentine coup d'état leads to a military dictatorship in Argentina.
1976,"1: Steve Wozniak invents the Apple I and Steve Jobs then convinces Wozniak to sell the system, giving birth to Apple Computer."
1976,"16 – 18: Around 20,000 students took part in the Soweto uprising during Apartheid in South Africa."
1976,"4: Operation Entebbe, a successful counter-terrorist hostage-rescue mission carried out by commandos of the Israel Defense Forces (IDF) at Entebbe Airport in Uganda."
1976,"9:
Death of Mao Zedong.
Release of VHS (Video Home System) in Japan."
1976,Death of Mao Zedong.
1976,Release of VHS (Video Home System) in Japan.
1976,6: End of Cultural Revolution.
1976,"Church Committee, a U.S. Senate select committee that investigated abuses by the CIA, NSA, FBI and Internal Revenue Service (IRS)."
1976,First outbreak of the Ebola virus in Zaire.
1976,Death of Mao Zedong.
1976,Release of VHS (Video Home System) in Japan.
1977,20: Jimmy Carter is inaugurated as President of the United States.
1977,9: Queen Alia of Jordan is killed in helicopter crash.
1977,"27: The Tenerife disaster in the Canary Islands, with 583 fatalities, marks the deadliest accident in aviation history."
1977,– May: Shaba I conflict involves Safari Club.
1977,25: Star Wars is released and quickly becomes the highest-grossing film of all-time.
1977,27: Djibouti gains independence from France.
1977,13: Somalia declares war on Ethiopia setting off the Ethio-Somali War.
1977,20: Voyager 2 launched by NASA.
1977,5: Voyager 1 launched by NASA.
1977,5: German Autumn: Red Army Faction abduction of Hanns Martin Schleyer.
1977,19: Suicide of members of Baader-Meinhoff Group and murder of Hanns Martin Schleyer ends crisis in West Germany.
1977,26: The last wild case of smallpox is eradicated by the WHO.
1977,19: Egyptian President Anwar Sadat becomes the first Arab leader to visit Israel in the hopes of establishing peace between the two countries.
1977,Introduction of the first mass-produced personal computers.
1978,"5 – 7: The Northeastern United States blizzard of 1978 hits the New England region and the New York metropolitan area, killing about 100, and causing over US$520 million in damage."
1978,14: 1978 South Lebanon conflict.
1978,27: The War in Afghanistan begins with the Saur Revolution.
1978,"19: Garfield's first comic strip, originally published locally as Jon in 1976, goes into nationwide syndication."
1978,22: Discovery of Pluto's moon Charon.
1978,Louise Brown is the first child successfully born after her mother received in vitro fertilisation treatment.
1978,26: John Paul I becomes pope.
1978,17: The Camp David Accords are signed between Israel and Egypt.
1978,"28: John Paul I dies, his papacy being one of the shortest in history."
1978,1: Independence of Tuvalu from Britain.
1978,9: The Uganda–Tanzania War begins.
1978,16: John Paul II becomes pope.
1978,"18: Jim Jones's New religious movement, the Peoples Temple, ends in the organized mass killing and suicide of 920 people in Jonestown."
1978,27: San Francisco Mayor George Moscone and City Supervisor Harvey Milk are assassinated by former Supervisor Dan White.
1978,18: Deng Xiaoping commences the Chinese economic reform.
1978,25: The Cambodian-Vietnamese War begins.
1978,"29: The current Constitution of Spain comes into effect, which for some marks the completion of the Spanish transition to democracy."
1978,Beginning of the Nicaraguan Revolution.
1978,Invention of artificial insulin.
1979,7: The Vietnamese invasion of Kampuchea ends Cambodia's Khmer Rouge regime.
1979,– March: Sino-Vietnamese War.
1979,11: The Iranian Revolution ends. Shah Reza Pahlavi is overthrown and forced into exile.
1979,16: Central Treaty Organization dissolves.
1979,"28: The Three Mile Island nuclear accident, a partial meltdown of reactor number 2 of Three Mile Island Nuclear Generating Station (TMI-2) in Dauphin County, Pennsylvania, near Harrisburg, and subsequent radiation leak."
1979,4: Margaret Thatcher becomes the first female Prime Minister of the United Kingdom.
1979,"Arrival of Pope John Paul II in Poland, eventually sparking the Solidarity movement."
1979,3: The Uganda–Tanzania War ends with defeat for Uganda and the exile of Idi Amin.
1979,11: Death of John Wayne.
1979,15: Beginning of the Salvadoran Civil War.
1979,"26: Assassination of Park Chung Hee, President of South Korea."
1979,4: The Iran hostage crisis begins.
1979,– December: Insurgensts seize the Grand Mosque in Mecca.
1979,12: The Rhodesian Bush War ends.
1979,24: The Soviet–Afghan War begins.
1979,Implementation of China's one-child policy.
1979,1.7 million people known to have been murdered in the Killing Fields.
1979,The Contra War phase of the Nicaraguan Revolution begins.
1979,The 1979 oil crisis becomes the second one since 1973.
1980,"18: Independence of Rhodesia, which becomes Zimbabwe."
1980,8: WHO announces the eradication of smallpox.
1980,"18: 1980 eruption of Mount St. Helens in Skamania County, state of Washington, leaves approximately 57 deaths and $1 billion of property damage."
1980,"22: Release of Pac-Man, the best-selling arcade game."
1980,1: Launch of Cable News Network (CNN).
1980,1: Adoption of O Canada as the national anthem of Canada.
1980,30: Independence of Vanuatu.
1980,"31: Solidarity union forms at Poland's Gdańsk Shipyard under Lech Wałęsa, and begins agitation for greater personal freedoms."
1980,22: Beginning of the Iran–Iraq War.
1980,13: Voyager 1 takes the first close-up pictures of Saturn.
1980,8: Murder of John Lennon.
1980,Internal conflict in Peru begins.
1980,Ugandan Bush War begins.
1980,Soviet-Afghan War continues.
1980,Invention of the Rubik's Cube.
1981,1: Greece joins the European Communities.
1981,"20:
Ronald Reagan is inaugurated as President of the United States.
Iran releases the 52 U.S. hostages held in Tehran after 444 days."
1981,Ronald Reagan is inaugurated as President of the United States.
1981,Iran releases the 52 U.S. hostages held in Tehran after 444 days.
1981,30: Assassination attempt on U.S. president Ronald Reagan.
1981,12: First orbital flight of the Space Shuttle.
1981,13: Pope John Paul II assassination attempt.
1981,"5: The AIDS epidemic officially begins in the United States, having originated in Africa; making this to be an ongoing pandemic."
1981,"7: Operation Opera, a surprise airstrike conducted by the Israeli Air Force on an unfinished Iraqi nuclear reactor near Baghdad."
1981,1: Launch of MTV.
1981,12: IBM Personal Computer released.
1981,6: Assassination of Anwar Sadat.
1981,13: Martial law in Poland begins.
1981,Ronald Reagan is inaugurated as President of the United States.
1981,Iran releases the 52 U.S. hostages held in Tehran after 444 days.
1982,"2 – 28: The Hama massacre in Syria, a conflict between Syria and the Muslim Brotherhood, results in a decisive Syrian victory and about 10,000 deaths."
1982,25: Israel withdraws from Sinai Peninsula.
1982,– June: Falklands War.
1982,6: First Israeli invasion of Lebanon begins.
1982,18: the Sabra and Shatila massacre of thousands of Palestinians during the Lebanese Civil War.
1982,"1: Sony releases the world's first commercially sold CD player, the Sony CDP-101."
1982,10 – 15: Death of Leonid Brezhnev; Yuri Andropov becomes General Secretary of the Communist Party of the Soviet Union.
1982,"30: Michael Jackson releases his landmark album Thriller, the best-selling album of all time."
1982,7: The first execution by lethal injection takes place in Texas.
1983,1: Independence of Brunei.
1983,"23: Ronald Reagan announces the Strategic Defense Initiative, a proposed missile defense system to protect the United States from attack by ballistic nuclear missiles."
1983,18: The Bombing of U.S. Embassy in Beirut results in 63 deaths.
1983,5: Second Sudanese Civil War begins.
1983,14: Nintendo releases Mario Bros.
1983,23: Sri Lankan Civil War begins.
1983,"1: Korean Air Lines Flight 007, a scheduled flight from New York City to Seoul via Anchorage, Alaska, is shot down by a Soviet Su-15 interceptor, resulting in 269 fatalities and no survivors. This leads to the declassification of GPS development."
1983,"17: Vanessa Lynn Williams becomes the first African-American to be crowned Miss America, in Atlantic City, New Jersey."
1983,"23: The Beirut barracks bombing results in the deaths of 307 people, hastening the removal of international peacekeeping forces in Lebanon."
1983,25 – 29: Invasion of Grenada by the United States.
1983,10: End of dictatorship in Argentina.
1984,"1 – 10: Indian Armed Forces launch Operation Blue Star against Sikh separatists in Punjab, India, leading to thousands of civilian deaths."
1984,"31: Assassination of Indira Gandhi, Indian Prime Minister."
1984,3: Bhopal disaster.
1984,19: Sino-British Joint Declaration agrees to hand Hong Kong back to China by 1997.
1984,"Operation Moses, the covert evacuation of Ethiopian Jews from Sudan during a civil war that caused a famine."
1984,"The human immunodeficiency virus (HIV) is recognized as the cause of HIV/AIDS, and research on zidovudine and other treatments gets underway."
1984,Beginning of the 1983–1985 famine in Ethiopia and the 1984–85 UK miners' strike.
1985,11: Mikhail Gorbachev becomes General Secretary of the Communist Party of the Soviet Union.
1985,15: End of military leadership in Brazil.
1985,End of 1982 Lebanon War.
1985,13: Live Aid.
