event,date,label,image
http://www.wikidata.org/entity/Q7556350,1898-01-22T00:00:00Z,"solar eclipse of January 22, 1898",
http://www.wikidata.org/entity/Q7556353,1917-01-23T00:00:00Z,"solar eclipse of January 23, 1917",
http://www.wikidata.org/entity/Q7556356,1925-01-24T00:00:00Z,"solar eclipse of January 24, 1925",
http://www.wikidata.org/entity/Q7556358,1944-01-25T00:00:00Z,"solar eclipse of January 25, 1944",
http://www.wikidata.org/entity/Q7556360,1963-01-25T00:00:00Z,"solar eclipse of January 25, 1963",
http://www.wikidata.org/entity/Q7556365,1908-01-03T00:00:00Z,"solar eclipse of January 3, 1908",
http://www.wikidata.org/entity/Q7556368,1946-01-03T00:00:00Z,"solar eclipse of January 3, 1946",
http://www.wikidata.org/entity/Q7556371,1935-01-05T00:00:00Z,"solar eclipse of January 5, 1935",
http://www.wikidata.org/entity/Q7556377,1907-07-10T00:00:00Z,"solar eclipse of July 10, 1907",
http://www.wikidata.org/entity/Q7556379,1972-07-10T00:00:00Z,"solar eclipse of July 10, 1972",
http://www.wikidata.org/entity/Q7556163,1893-04-16T00:00:00Z,"solar eclipse of April 16, 1893",
http://www.wikidata.org/entity/Q7556165,1931-04-18T00:00:00Z,"solar eclipse of April 18, 1931",
http://www.wikidata.org/entity/Q7556167,1977-04-18T00:00:00Z,"solar eclipse of April 18, 1977",
http://www.wikidata.org/entity/Q7556169,1939-04-19T00:00:00Z,"solar eclipse of April 19, 1939",
http://www.wikidata.org/entity/Q7556171,1958-04-19T00:00:00Z,"solar eclipse of April 19, 1958",
http://www.wikidata.org/entity/Q7556175,1930-04-28T00:00:00Z,"solar eclipse of April 28, 1930",
http://www.wikidata.org/entity/Q7556177,1911-04-28T00:00:00Z,"solar eclipse of April 28, 1911",
http://www.wikidata.org/entity/Q7556179,1949-04-28T00:00:00Z,"solar eclipse of April 28, 1949",
http://www.wikidata.org/entity/Q7556181,1976-04-29T00:00:00Z,"solar eclipse of April 29, 1976",
http://www.wikidata.org/entity/Q7556470,1904-03-17T00:00:00Z,"solar eclipse of March 17, 1904",
http://www.wikidata.org/entity/Q7556472,1923-03-17T00:00:00Z,"solar eclipse of March 17, 1923",
http://www.wikidata.org/entity/Q7556474,1950-03-18T00:00:00Z,"solar eclipse of March 18, 1950",
http://www.wikidata.org/entity/Q7556435,1955-06-20T00:00:00Z,"solar eclipse of June 20, 1955",
http://www.wikidata.org/entity/Q7556437,1974-06-20T00:00:00Z,"solar eclipse of June 20, 1974",
http://www.wikidata.org/entity/Q7556439,1982-06-21T00:00:00Z,"solar eclipse of June 21, 1982",
http://www.wikidata.org/entity/Q22686517,2015-01-01T00:00:00Z,September 2015 Marib Toshka missile attack,
http://www.wikidata.org/entity/Q22948406,1979-02-11T00:00:00Z,Iran–Saudi Arabia proxy conflict,
http://www.wikidata.org/entity/Q7556517,1920-05-18T00:00:00Z,"solar eclipse of May 18, 1920",
http://www.wikidata.org/entity/Q7556519,1928-05-19T00:00:00Z,"solar eclipse of May 19, 1928",
http://www.wikidata.org/entity/Q7556531,1985-05-19T00:00:00Z,"solar eclipse of May 19, 1985",
http://www.wikidata.org/entity/Q7556533,1947-05-20T00:00:00Z,"solar eclipse of May 20, 1947",
http://www.wikidata.org/entity/Q7556535,1966-05-20T00:00:00Z,"solar eclipse of May 20, 1966",
http://www.wikidata.org/entity/Q7556537,1900-05-28T00:00:00Z,"solar eclipse of May 28, 1900",
http://www.wikidata.org/entity/Q7556541,1946-05-30T00:00:00Z,"solar eclipse of May 30, 1946",
http://www.wikidata.org/entity/Q7556543,1965-05-30T00:00:00Z,"solar eclipse of May 30, 1965",
http://www.wikidata.org/entity/Q7556545,1910-05-09T00:00:00Z,"solar eclipse of May 9, 1910",
http://www.wikidata.org/entity/Q10858195,1971-08-20T00:00:00Z,"solar eclipse of August 20, 1971",
http://www.wikidata.org/entity/Q10858201,1944-07-20T00:00:00Z,"solar eclipse of July 20, 1944",
http://www.wikidata.org/entity/Q10858216,1946-11-23T00:00:00Z,"solar eclipse of November 23, 1946",
http://www.wikidata.org/entity/Q10858221,1971-02-25T00:00:00Z,"solar eclipse of February 25, 1971",
http://www.wikidata.org/entity/Q10858235,1968-03-28T00:00:00Z,"solar eclipse of March 28, 1968",
http://www.wikidata.org/entity/Q10858246,1927-01-03T00:00:00Z,"solar eclipse of January 3, 1927",
http://www.wikidata.org/entity/Q10858252,1973-01-04T00:00:00Z,"solar eclipse of January 4, 1973",
http://www.wikidata.org/entity/Q10858273,1948-05-09T00:00:00Z,"solar eclipse of May 9, 1948",
http://www.wikidata.org/entity/Q10858274,1967-05-09T00:00:00Z,"solar eclipse of May 9, 1967",
http://www.wikidata.org/entity/Q7556547,1902-05-07T00:00:00Z,"solar eclipse of May 7, 1902",
http://www.wikidata.org/entity/Q7556548,1929-05-09T00:00:00Z,"solar eclipse of May 9, 1929",
http://www.wikidata.org/entity/Q7556552,1929-11-01T00:00:00Z,"solar eclipse of November 1, 1929",
http://www.wikidata.org/entity/Q7556554,1948-11-01T00:00:00Z,"solar eclipse of November 1, 1948",
http://www.wikidata.org/entity/Q7556556,1920-11-10T00:00:00Z,"solar eclipse of November 10, 1920",
http://www.wikidata.org/entity/Q7556559,1901-11-11T00:00:00Z,"solar eclipse of November 11, 1901",
http://www.wikidata.org/entity/Q7556562,1947-11-12T00:00:00Z,"solar eclipse of November 12, 1947",
http://www.wikidata.org/entity/Q7556564,1966-11-12T00:00:00Z,"solar eclipse of November 12, 1966",
http://www.wikidata.org/entity/Q7556567,1985-11-12T00:00:00Z,"solar eclipse of November 12, 1985",
http://www.wikidata.org/entity/Q7556618,1911-10-22T00:00:00Z,"solar eclipse of October 22, 1911",
http://www.wikidata.org/entity/Q7556620,1957-10-23T00:00:00Z,"solar eclipse of October 23, 1957",
http://www.wikidata.org/entity/Q7556571,1910-11-02T00:00:00Z,"solar eclipse of November 2, 1910",
http://www.wikidata.org/entity/Q7556573,1967-11-02T00:00:00Z,"solar eclipse of November 2, 1967",
http://www.wikidata.org/entity/Q7556575,1938-11-21T00:00:00Z,"solar eclipse of November 21, 1938",
http://www.wikidata.org/entity/Q7556577,1919-11-22T00:00:00Z,"solar eclipse of November 22, 1919",
http://www.wikidata.org/entity/Q7556583,1984-11-22T00:00:00Z,"solar eclipse of November 22, 1984",
http://www.wikidata.org/entity/Q7556585,1965-11-23T00:00:00Z,"solar eclipse of November 23, 1965",
http://www.wikidata.org/entity/Q7556589,1975-11-03T00:00:00Z,"solar eclipse of November 3, 1975",
http://www.wikidata.org/entity/Q7556596,1921-10-01T00:00:00Z,"solar eclipse of October 1, 1921",
http://www.wikidata.org/entity/Q7556598,1912-10-10T00:00:00Z,"solar eclipse of October 10, 1912",
http://www.wikidata.org/entity/Q829875,1970-01-15T00:00:00Z,Nigerian Civil War,
http://www.wikidata.org/entity/Q842380,2005-01-09T00:00:00Z,Second Sudanese Civil War,
http://www.wikidata.org/entity/Q7556674,1913-09-30T00:00:00Z,"solar eclipse of September 30, 1913",
http://www.wikidata.org/entity/Q7556680,1904-09-09T00:00:00Z,"solar eclipse of September 9, 1904",
http://www.wikidata.org/entity/Q8214891,1988-03-18T00:00:00Z,"solar eclipse of March 18, 1988",
http://www.wikidata.org/entity/Q8214980,1988-09-11T00:00:00Z,"solar eclipse of September 11, 1988",
http://www.wikidata.org/entity/Q10858150,1928-11-12T00:00:00Z,"solar eclipse of November 12, 1928",
http://www.wikidata.org/entity/Q10858162,1955-12-14T00:00:00Z,"solar eclipse of December 14, 1955",
http://www.wikidata.org/entity/Q7556600,1931-10-11T00:00:00Z,"solar eclipse of October 11, 1931",
http://www.wikidata.org/entity/Q7556602,1939-10-12T00:00:00Z,"solar eclipse of October 12, 1939",
http://www.wikidata.org/entity/Q7556604,1958-10-12T00:00:00Z,"solar eclipse of October 12, 1958",
http://www.wikidata.org/entity/Q7556606,1977-10-12T00:00:00Z,"solar eclipse of October 12, 1977",
http://www.wikidata.org/entity/Q7556609,1978-10-02T00:00:00Z,"solar eclipse of October 2, 1978",
http://www.wikidata.org/entity/Q7556612,1959-10-02T00:00:00Z,"solar eclipse of October 2, 1959",
http://www.wikidata.org/entity/Q7556614,1930-10-21T00:00:00Z,"solar eclipse of October 21, 1930",
http://www.wikidata.org/entity/Q7556616,1949-10-21T00:00:00Z,"solar eclipse of October 21, 1949",
http://www.wikidata.org/entity/Q60375,2014-10-08T00:00:00Z,October 2014 lunar eclipse,
http://www.wikidata.org/entity/Q165725,1912-10-08T00:00:00Z,Balkan Wars,
http://www.wikidata.org/entity/Q945700,2005-12-18T00:00:00Z,Chad–Sudan Conflict,
http://www.wikidata.org/entity/Q1021172,1999-12-29T00:00:00Z,Republica oficina the Congo Civil War,
http://www.wikidata.org/entity/Q1052332,2009-01-31T00:00:00Z,Somali Civil War 2009-present,
http://www.wikidata.org/entity/Q1070890,1991-12-22T00:00:00Z,Georgian Civil War of 1991-1993,
http://www.wikidata.org/entity/Q1068202,2008-02-21T00:00:00Z,February 2008 lunar eclipse,
http://www.wikidata.org/entity/Q200790,1954-11-01T00:00:00Z,Algerian War,
http://www.wikidata.org/entity/Q208297,1919-01-21T00:00:00Z,Irish War of Independence,
http://www.wikidata.org/entity/Q234738,1922-10-11T00:00:00Z,Turkish War of Independence,
http://www.wikidata.org/entity/Q1061008,2009-12-31T00:00:00Z,December 2009 lunar eclipse,
http://www.wikidata.org/entity/Q1061019,2009-07-07T00:00:00Z,July 2009 lunar eclipse,
http://www.wikidata.org/entity/Q1061340,2009-08-06T00:00:00Z,August 2009 lunar eclipse,
http://www.wikidata.org/entity/Q2982498,2012-06-04T00:00:00Z,June 2012 lunar eclipse,
http://www.wikidata.org/entity/Q3110462,2009-02-09T00:00:00Z,February 2009 lunar eclipse,
http://www.wikidata.org/entity/Q4611790,2008-08-16T00:00:00Z,2008 Poland tornado outbreak,
http://www.wikidata.org/entity/Q4621984,2011-06-01T00:00:00Z,2011 New England tornado outbreak,
http://www.wikidata.org/entity/Q5600047,1975-01-01T00:00:00Z,Great Storm of 1975,
http://www.wikidata.org/entity/Q6495157,1998-01-01T00:00:00Z,Late-May 1998 tornado outbreak and derecho,
http://www.wikidata.org/entity/Q7570228,2005-01-01T00:00:00Z,Southern Ontario Tornado Outbreak of 2005,
http://www.wikidata.org/entity/Q7570230,2009-08-20T00:00:00Z,Southern Ontario Tornado Outbreak of 2009,
http://www.wikidata.org/entity/Q25345127,2000-04-23T00:00:00Z,2000 Easter Sunday tornado outbreak,
http://www.wikidata.org/entity/Q61963712,2019-03-03T00:00:00Z,"Tornado outbreak of March 3, 2019",
http://www.wikidata.org/entity/Q48728719,1933-01-01T00:00:00Z,Burung Petala processions,
http://www.wikidata.org/entity/Q1122110,1997-06-27T00:00:00Z,Tajikistani Civil War,
http://www.wikidata.org/entity/Q1122422,1947-01-01T00:00:00Z,Paraguayan Civil War of 1947,
http://www.wikidata.org/entity/Q2444955,1979-12-12T00:00:00Z,Rhodesian Bush War,
http://www.wikidata.org/entity/Q1127302,1918-11-28T00:00:00Z,Estonian War of Independence,
http://www.wikidata.org/entity/Q1200541,2011-12-10T00:00:00Z,December 2011 lunar eclipse,
http://www.wikidata.org/entity/Q1514908,1895-02-24T00:00:00Z,Cuban War of Independence,
http://www.wikidata.org/entity/Q2037636,2011-06-15T00:00:00Z,June 2011 lunar eclipse,
http://www.wikidata.org/entity/Q2248097,2010-06-26T00:00:00Z,June 2010 lunar eclipse,
http://www.wikidata.org/entity/Q2334315,2010-12-21T00:00:00Z,December 2010 lunar eclipse,
http://www.wikidata.org/entity/Q2479606,1917-11-08T00:00:00Z,Ukrainian War of Independence,
http://www.wikidata.org/entity/Q2887066,2015-04-04T00:00:00Z,April 2015 lunar eclipse,
http://www.wikidata.org/entity/Q4781882,1967-04-24T00:00:00Z,April 1967 lunar eclipse,
http://www.wikidata.org/entity/Q4781883,1968-04-13T00:00:00Z,April 1968 lunar eclipse,
http://www.wikidata.org/entity/Q4781884,1969-04-02T00:00:00Z,April 1969 lunar eclipse,
http://www.wikidata.org/entity/Q4781892,1986-04-24T00:00:00Z,April 1986 lunar eclipse,
http://www.wikidata.org/entity/Q4781893,1987-04-14T00:00:00Z,April 1987 lunar eclipse,
http://www.wikidata.org/entity/Q4781897,1995-04-15T00:00:00Z,April 1995 lunar eclipse,
http://www.wikidata.org/entity/Q4781898,1996-04-04T00:00:00Z,April 1996 lunar eclipse,
http://www.wikidata.org/entity/Q4781960,2014-04-15T00:00:00Z,April 2014 lunar eclipse,
http://www.wikidata.org/entity/Q4781964,2013-04-25T00:00:00Z,April 2013 lunar eclipse,
http://www.wikidata.org/entity/Q4820519,1942-08-26T00:00:00Z,August 1942 lunar eclipse,
http://www.wikidata.org/entity/Q4820522,1952-08-05T00:00:00Z,August 1952 lunar eclipse,
http://www.wikidata.org/entity/Q21055892,1891-12-01T00:00:00Z,"solar eclipse of December 1, 1891",
http://www.wikidata.org/entity/Q21055895,1892-04-26T00:00:00Z,"solar eclipse of April 26, 1892",
http://www.wikidata.org/entity/Q3151731,1964-01-01T00:00:00Z,Dirty War,
http://www.wikidata.org/entity/Q3519902,2012-11-28T00:00:00Z,November 2012 lunar eclipse,
http://www.wikidata.org/entity/Q3577532,2005-10-17T00:00:00Z,October 2005 lunar eclipse,
http://www.wikidata.org/entity/Q3577533,2006-03-14T00:00:00Z,March 2006 lunar eclipse,
http://www.wikidata.org/entity/Q3577534,2008-08-16T00:00:00Z,September  2008 lunar eclipse,
http://www.wikidata.org/entity/Q3577535,2006-09-07T00:00:00Z,September 2006 lunar eclipse,
http://www.wikidata.org/entity/Q3577536,2007-03-03T00:00:00Z,March 2007 lunar eclipse,
http://www.wikidata.org/entity/Q4211700,1936-12-01T00:00:00Z,Actions in Inner Mongolia,
http://www.wikidata.org/entity/Q4382589,1921-01-01T00:00:00Z,Charles IV of Habsburg's attempts to retake the throne of Hungary,
http://www.wikidata.org/entity/Q4781858,1903-04-12T00:00:00Z,April 1903 lunar eclipse,
http://www.wikidata.org/entity/Q4781865,1921-04-22T00:00:00Z,April 1921 lunar eclipse,
http://www.wikidata.org/entity/Q4781872,1950-04-02T00:00:00Z,April 1950 lunar eclipse,
http://www.wikidata.org/entity/Q4781878,1958-04-04T00:00:00Z,April 1958 lunar eclipse,
http://www.wikidata.org/entity/Q5248953,1982-12-30T00:00:00Z,December 1982 lunar eclipse,
http://www.wikidata.org/entity/Q5248955,1983-12-20T00:00:00Z,December 1983 lunar eclipse,
http://www.wikidata.org/entity/Q5248956,1991-12-21T00:00:00Z,December 1991 lunar eclipse,
http://www.wikidata.org/entity/Q5248957,1992-12-09T00:00:00Z,December 1992 lunar eclipse,
http://www.wikidata.org/entity/Q5248964,2001-12-30T00:00:00Z,December 2001 lunar eclipse,
http://www.wikidata.org/entity/Q5439753,1951-02-21T00:00:00Z,February 1951 lunar eclipse,
http://www.wikidata.org/entity/Q5439754,1952-02-11T00:00:00Z,February 1952 lunar eclipse,
http://www.wikidata.org/entity/Q5439757,1962-02-19T00:00:00Z,February 1962 lunar eclipse,
http://www.wikidata.org/entity/Q5439762,1970-02-21T00:00:00Z,February 1970 lunar eclipse,
http://www.wikidata.org/entity/Q5439765,1971-02-10T00:00:00Z,February 1971 lunar eclipse,
http://www.wikidata.org/entity/Q5439771,1989-02-20T00:00:00Z,February 1989 lunar eclipse,
http://www.wikidata.org/entity/Q5439772,1990-02-09T00:00:00Z,February 1990 lunar eclipse,
http://www.wikidata.org/entity/Q5439831,2017-02-11T00:00:00Z,February 2017 lunar eclipse,
http://www.wikidata.org/entity/Q5817055,2013-10-18T00:00:00Z,October 2013 lunar eclipse,
http://www.wikidata.org/entity/Q16000727,1964-06-25T00:00:00Z,June 1964 lunar eclipse,
http://www.wikidata.org/entity/Q7452100,1913-09-15T00:00:00Z,September 1913 lunar eclipse,
http://www.wikidata.org/entity/Q7452106,1959-09-17T00:00:00Z,September 1959 lunar eclipse,
http://www.wikidata.org/entity/Q7452107,1960-09-05T00:00:00Z,September 1960 lunar eclipse,
http://www.wikidata.org/entity/Q7452111,1969-09-25T00:00:00Z,September 1969 lunar eclipse,
http://www.wikidata.org/entity/Q7452119,1977-09-27T00:00:00Z,September 1977 lunar eclipse,
http://www.wikidata.org/entity/Q7452122,1979-09-06T00:00:00Z,September 1979 lunar eclipse,
http://www.wikidata.org/entity/Q7452128,1996-09-27T00:00:00Z,September 1996 lunar eclipse,
http://www.wikidata.org/entity/Q7452129,1997-09-16T00:00:00Z,September 1997 lunar eclipse,
http://www.wikidata.org/entity/Q7452130,1998-09-06T00:00:00Z,September 1998 lunar eclipse,
http://www.wikidata.org/entity/Q7452183,2016-09-16T00:00:00Z,September 2016 lunar eclipse,
http://www.wikidata.org/entity/Q9285073,2013-05-25T00:00:00Z,May 2013 lunar eclipse,
http://www.wikidata.org/entity/Q12061400,2007-08-28T00:00:00Z,August 2007 lunar eclipse,
http://www.wikidata.org/entity/Q16000641,1914-03-12T00:00:00Z,March 1914 lunar eclipse,
http://www.wikidata.org/entity/Q16000654,1920-05-03T00:00:00Z,May 1920 lunar eclipse,
http://www.wikidata.org/entity/Q16000704,1954-07-16T00:00:00Z,July 1954 lunar eclipse,
http://www.wikidata.org/entity/Q16000717,1960-03-13T00:00:00Z,March 1960 lunar eclipse,
http://www.wikidata.org/entity/Q2946372,2012-01-16T00:00:00Z,Mali War,
http://www.wikidata.org/entity/Q3119017,1980-10-06T00:00:00Z,Ugandan Bush War,
http://www.wikidata.org/entity/Q3434218,1948-04-24T00:00:00Z,Costa Rican Civil War,
http://www.wikidata.org/entity/Q6155803,2018-01-31T00:00:00Z,January 2018 lunar eclipse,
http://www.wikidata.org/entity/Q6310475,1953-07-26T00:00:00Z,July 1953 lunar eclipse,
http://www.wikidata.org/entity/Q6310479,1962-07-17T00:00:00Z,July 1962 lunar eclipse,
http://www.wikidata.org/entity/Q6310484,1963-07-06T00:00:00Z,July 1963 lunar eclipse,
http://www.wikidata.org/entity/Q6310494,1973-07-15T00:00:00Z,July 1973 lunar eclipse,
http://www.wikidata.org/entity/Q6310501,1980-07-27T00:00:00Z,July 1980 lunar eclipse,
http://www.wikidata.org/entity/Q6310503,1981-07-17T00:00:00Z,July 1981 lunar eclipse,
http://www.wikidata.org/entity/Q6310505,1982-07-06T00:00:00Z,July 1982 lunar eclipse,
http://www.wikidata.org/entity/Q6310507,1991-07-26T00:00:00Z,July 1991 lunar eclipse,
http://www.wikidata.org/entity/Q6310509,1999-07-28T00:00:00Z,July 1999 lunar eclipse,
http://www.wikidata.org/entity/Q6310515,2000-07-16T00:00:00Z,July 2000 lunar eclipse,
http://www.wikidata.org/entity/Q6310517,2001-07-05T00:00:00Z,July 2001 lunar eclipse,
http://www.wikidata.org/entity/Q6310603,2018-07-27T00:00:00Z,July 2018 lunar eclipse,
http://www.wikidata.org/entity/Q5817057,2015-09-28T00:00:00Z,September 2015 lunar eclipse,
http://www.wikidata.org/entity/Q6155698,1953-01-29T00:00:00Z,January 1953 lunar eclipse,
http://www.wikidata.org/entity/Q6155700,1954-01-19T00:00:00Z,January 1954 lunar eclipse,
http://www.wikidata.org/entity/Q6155702,1955-01-08T00:00:00Z,January 1955 lunar eclipse,
http://www.wikidata.org/entity/Q6155708,1963-01-09T00:00:00Z,January 1963 lunar eclipse,
http://www.wikidata.org/entity/Q6155713,1972-01-30T00:00:00Z,January 1972 lunar eclipse,
http://www.wikidata.org/entity/Q6155717,1973-01-18T00:00:00Z,January 1973 lunar eclipse,
http://www.wikidata.org/entity/Q6155721,1981-01-20T00:00:00Z,January 1981 lunar eclipse,
http://www.wikidata.org/entity/Q6155725,1991-01-30T00:00:00Z,January 1991 lunar eclipse,
http://www.wikidata.org/entity/Q6155729,1999-01-31T00:00:00Z,January 1999 lunar eclipse,
http://www.wikidata.org/entity/Q6155740,2000-01-21T00:00:00Z,January 2000 lunar eclipse,
http://www.wikidata.org/entity/Q6155742,2001-01-09T00:00:00Z,January 2001 lunar eclipse,
http://www.wikidata.org/entity/Q6155802,2019-01-21T00:00:00Z,January 2019 lunar eclipse,
http://www.wikidata.org/entity/Q4820523,1951-08-17T00:00:00Z,August 1951 lunar eclipse,
http://www.wikidata.org/entity/Q4820525,1962-08-15T00:00:00Z,August 1962 lunar eclipse,
http://www.wikidata.org/entity/Q4820527,1961-08-26T00:00:00Z,August 1961 lunar eclipse,
http://www.wikidata.org/entity/Q4820529,1969-08-27T00:00:00Z,August 1969 lunar eclipse,
http://www.wikidata.org/entity/Q4820530,1970-08-17T00:00:00Z,August 1970 lunar eclipse,
http://www.wikidata.org/entity/Q4820533,1971-08-06T00:00:00Z,August 1971 lunar eclipse,
http://www.wikidata.org/entity/Q4820538,1980-08-26T00:00:00Z,August 1980 lunar eclipse,
http://www.wikidata.org/entity/Q4820540,1988-08-27T00:00:00Z,August 1988 lunar eclipse,
http://www.wikidata.org/entity/Q4820541,1989-08-17T00:00:00Z,August 1989 lunar eclipse,
http://www.wikidata.org/entity/Q4820543,1990-08-06T00:00:00Z,August 1990 lunar eclipse,
http://www.wikidata.org/entity/Q4820544,1998-08-08T00:00:00Z,August 1998 lunar eclipse,
http://www.wikidata.org/entity/Q4820591,2016-08-18T00:00:00Z,August 2016 lunar eclipse,
http://www.wikidata.org/entity/Q4820594,2017-08-07T00:00:00Z,August 2017 lunar eclipse,
http://www.wikidata.org/entity/Q5248940,1963-12-30T00:00:00Z,December 1963 lunar eclipse,
http://www.wikidata.org/entity/Q5248944,1964-12-19T00:00:00Z,December 1964 lunar eclipse,
http://www.wikidata.org/entity/Q5248945,1965-12-08T00:00:00Z,December 1965 lunar eclipse,
http://www.wikidata.org/entity/Q5248950,1973-12-10T00:00:00Z,December 1973 lunar eclipse,
http://www.wikidata.org/entity/Q1146513,1990-07-22T00:00:00Z,"solar eclipse of July 22, 1990",
http://www.wikidata.org/entity/Q1281799,1999-08-11T00:00:00Z,"solar eclipse of August 11, 1999",
http://www.wikidata.org/entity/Q1368046,2019-07-02T00:00:00Z,"solar eclipse of July 2, 2019",
http://www.wikidata.org/entity/Q1409455,1992-06-30T00:00:00Z,"solar eclipse of June 30, 1992",
http://www.wikidata.org/entity/Q1437630,2017-08-21T00:00:00Z,"solar eclipse of August 21, 2017",
http://www.wikidata.org/entity/Q21647838,2015-12-04T00:00:00Z,German intervention against the Islamic State,
http://www.wikidata.org/entity/Q1640337,1995-10-24T00:00:00Z,"solar eclipse of October 24, 1995",
http://www.wikidata.org/entity/Q1513462,1991-07-11T00:00:00Z,"solar eclipse of July 11, 1991",
http://www.wikidata.org/entity/Q1516903,2001-06-21T00:00:00Z,"solar eclipse of June 21, 2001",
http://www.wikidata.org/entity/Q1516937,2003-11-23T00:00:00Z,"solar eclipse of November 23, 2003",
http://www.wikidata.org/entity/Q1549112,2016-03-09T00:00:00Z,"solar eclipse of March 9, 2016",
http://www.wikidata.org/entity/Q1584078,1994-11-03T00:00:00Z,"solar eclipse of November 3, 1994",
http://www.wikidata.org/entity/Q1859295,1998-02-26T00:00:00Z,"solar eclipse of February 26, 1998",
http://www.wikidata.org/entity/Q1859834,1997-03-09T00:00:00Z,"solar eclipse of March 9, 1997",
http://www.wikidata.org/entity/Q2035756,1919-05-29T00:00:00Z,"solar eclipse of May 29, 1919",
http://www.wikidata.org/entity/Q2301900,1914-08-21T00:00:00Z,"solar eclipse of August 21, 1914",
http://www.wikidata.org/entity/Q3084791,1938-05-29T00:00:00Z,"solar eclipse of May 29, 1938",
http://www.wikidata.org/entity/Q3577541,1961-02-15T00:00:00Z,"solar eclipse of February 15, 1961",
http://www.wikidata.org/entity/Q5887712,1899-01-01T00:00:00Z,Federal Revolution of 1899,
http://www.wikidata.org/entity/Q5887721,1894-10-24T00:00:00Z,Peruvian Civil War of 1894–1895,
http://www.wikidata.org/entity/Q10292592,2007-07-21T00:00:00Z,Insurgency in Ingushetia,
http://www.wikidata.org/entity/Q10360270,1988-12-01T00:00:00Z,Bougainville conflict,
http://www.wikidata.org/entity/Q12055176,1975-11-11T00:00:00Z,Angolan Civil War,
http://www.wikidata.org/entity/Q671065,2008-08-01T00:00:00Z,"solar eclipse of August 1, 2008",
http://www.wikidata.org/entity/Q684445,2002-12-04T00:00:00Z,"solar eclipse of December 4, 2002",
http://www.wikidata.org/entity/Q774379,2010-07-11T00:00:00Z,"solar eclipse of July 11, 2010",
http://www.wikidata.org/entity/Q934366,2006-03-29T00:00:00Z,"Solar eclipse of March 29, 2006",
http://www.wikidata.org/entity/Q1107678,1973-06-30T00:00:00Z,"solar eclipse of June 30, 1973",
http://www.wikidata.org/entity/Q6310606,2019-07-16T00:00:00Z,July 2019 lunar eclipse,
http://www.wikidata.org/entity/Q6311989,1928-06-03T00:00:00Z,June 1928 lunar eclipse,
http://www.wikidata.org/entity/Q6311997,1946-06-14T00:00:00Z,June 1946 lunar eclipse,
http://www.wikidata.org/entity/Q6312002,1955-06-05T00:00:00Z,June 1955 lunar eclipse,
http://www.wikidata.org/entity/Q6312012,1965-06-14T00:00:00Z,June 1965 lunar eclipse,
http://www.wikidata.org/entity/Q6312022,1973-06-15T00:00:00Z,June 1973 lunar eclipse,
http://www.wikidata.org/entity/Q6312024,1974-06-04T00:00:00Z,June 1974 lunar eclipse,
http://www.wikidata.org/entity/Q6312033,1984-06-13T00:00:00Z,June 1984 lunar eclipse,
http://www.wikidata.org/entity/Q6312037,1991-06-27T00:00:00Z,June 1991 lunar eclipse,
http://www.wikidata.org/entity/Q6312038,1992-06-15T00:00:00Z,June 1992 lunar eclipse,
http://www.wikidata.org/entity/Q6312041,1993-06-04T00:00:00Z,June 1993 lunar eclipse,
http://www.wikidata.org/entity/Q6756727,1961-03-02T00:00:00Z,March 1961 lunar eclipse,
http://www.wikidata.org/entity/Q6756738,1978-03-24T00:00:00Z,March 1978 lunar eclipse,
http://www.wikidata.org/entity/Q6756739,1980-03-01T00:00:00Z,March 1980 lunar eclipse,
http://www.wikidata.org/entity/Q6756740,1979-03-13T00:00:00Z,March 1979 lunar eclipse,
http://www.wikidata.org/entity/Q6756744,1988-03-03T00:00:00Z,March 1988 lunar eclipse,
http://www.wikidata.org/entity/Q6756748,1997-03-24T00:00:00Z,March 1997 lunar eclipse,
http://www.wikidata.org/entity/Q6756749,1998-03-13T00:00:00Z,March 1998 lunar eclipse,
http://www.wikidata.org/entity/Q6756800,2016-03-23T00:00:00Z,March 2016 lunar eclipse,
http://www.wikidata.org/entity/Q6796262,1910-05-24T00:00:00Z,May 1910 lunar eclipse,
http://www.wikidata.org/entity/Q6796273,1939-05-03T00:00:00Z,May 1939 lunar eclipse,
http://www.wikidata.org/entity/Q6796280,1956-05-24T00:00:00Z,May 1956 lunar eclipse,
http://www.wikidata.org/entity/Q6796281,1957-05-13T00:00:00Z,May 1957 lunar eclipse,
http://www.wikidata.org/entity/Q6796283,1958-05-03T00:00:00Z,May 1958 lunar eclipse,
http://www.wikidata.org/entity/Q6796295,1975-05-25T00:00:00Z,May 1975 lunar eclipse,
http://www.wikidata.org/entity/Q6796296,1976-05-13T00:00:00Z,May 1976 lunar eclipse,
http://www.wikidata.org/entity/Q6796299,1984-05-15T00:00:00Z,May 1984 lunar eclipse,
http://www.wikidata.org/entity/Q6796300,1985-05-04T00:00:00Z,May 1985 lunar eclipse,
http://www.wikidata.org/entity/Q6796303,1994-05-25T00:00:00Z,May 1994 lunar eclipse,
http://www.wikidata.org/entity/Q6796313,2003-05-16T00:00:00Z,May 2003 lunar eclipse,
http://www.wikidata.org/entity/Q6796316,2004-05-04T00:00:00Z,May 2004 lunar eclipse,
http://www.wikidata.org/entity/Q7064656,1955-11-29T00:00:00Z,November 1955 lunar eclipse,
